original_word,Positive,Neutral,Negative,Mixed
out).,0.0349287912249565,0.909436047077179,0.0513446070253849,0.0042905816808342
unimaginable,0.0468235500156879,0.0296544041484594,0.9224840998649596,0.0010379152372479
produce,0.1870781928300857,0.4598269462585449,0.2195963859558105,0.1334984451532364
non-life,0.0035063689574599,0.4901219308376312,0.4941206872463226,0.0122510557994246
coaxing,0.0315899699926376,0.6001075506210327,0.3563390672206878,0.0119633497670292
Anna),0.0221606064587831,0.9767237901687622,0.0007520681247115,0.0003634846361819
provide,0.141172707080841,0.5684400796890259,0.0655019506812095,0.2248852550983429
business,0.0562630780041217,0.9376880526542664,0.0026882574893534,0.003360538277775
"scowling,",0.0323952212929725,0.9288909435272216,0.0383131057024002,0.0004006858216598
spelt,0.0416180752217769,0.6789678335189819,0.2790898978710174,0.000324227992678
usual,0.02686033770442,0.8576937913894653,0.0386168025434017,0.0768291354179382
pin-point,0.0671033784747123,0.5392724275588989,0.3203901052474975,0.0732340738177299
"Magnani,",0.1181039363145828,0.8417433500289917,0.03934221342206,0.0008104358566924
"character,",0.0769439786672592,0.9020745754241944,0.0137162199243903,0.0072652660310268
odds,0.0496979467570781,0.9133225083351136,0.008029936812818,0.0289495941251516
others.,0.0280220489948987,0.8429805040359497,0.0485008098185062,0.0804965421557426
living,0.097941406071186,0.5774917602539062,0.0544596463441848,0.2701071202754974
"10,000",0.0111271766945719,0.9870023727416992,0.0015168770914897,0.0003535099967848
"""slow""",0.0210252050310373,0.5271106362342834,0.3979314565658569,0.0539326854050159
"years,",0.0351559147238731,0.9612206220626832,0.0024849353358149,0.0011385134421288
Girolamo's,0.1728405803442001,0.8203460574150085,0.0064284992404282,0.0003848352644126
release,0.0115144811570644,0.9705917239189148,0.0156776700168848,0.0022160257212817
bluffed,0.0232906993478536,0.4267825782299042,0.549756646156311,0.0001701447035884
oddly,0.0220995284616947,0.3118300139904022,0.3355436623096466,0.330526739358902
count,0.0819095075130462,0.5244913697242737,0.0481545515358448,0.3454445302486419
bank,0.0014884646516293,0.9822631478309632,0.0094344792887568,0.0068138726055622
unexpectedly,0.1163026690483093,0.4579067528247833,0.3959102630615234,0.0298803783953189
"imagination,",0.0540091022849082,0.9118618369102478,0.0128116467967629,0.0213173869997262
Italy,0.0150862867012619,0.8362783789634705,0.0328589491546154,0.1157763674855232
memory,0.0179776791483163,0.962899684906006,0.0177038609981536,0.0014187222113832
waitresses,0.0054274043068289,0.9925345182418824,0.0019785237964242,5.9563964896369725e-05
Canada,0.0003851654473692,0.995334804058075,0.0031260261312127,0.0011539629194885
hello,0.1392149478197097,0.8410065174102783,0.019536742940545,0.000241766392719
Titta's,0.0308092236518859,0.92884361743927,0.0335250385105609,0.0068221064284443
dollars,0.0336336120963096,0.499659776687622,0.2341223806142807,0.2325842827558517
unfolds,0.0059403497725725,0.9529610276222228,0.0409531481564044,0.000145561483805
"us,",0.0108779529109597,0.9842775464057922,0.0033372591715306,0.0015071915695443
masterfully,0.8029576539993286,0.1496876329183578,0.0177746322005987,0.0295800920575857
sterile,0.0106834899634122,0.3754648864269256,0.2907813489437103,0.3230702579021454
window,0.0082518365234136,0.9885022640228271,0.0029030221048742,0.0003429593343753
pivotal,0.0170389022678136,0.9010863900184632,0.079910971224308,0.0019637567456811
"fare,",0.0199717916548252,0.9656332731246948,0.0108454246073961,0.0035495029296725
"ultimately,",0.0158333703875541,0.9235571622848512,0.0499161109328269,0.0106933405622839
missing,0.0150475548580288,0.0818302035331726,0.3932997286319732,0.5098225474357605
waiting,0.0567410178482532,0.4762648344039917,0.1361114829778671,0.3308826684951782
"quiet,",0.3850544691085815,0.5759783387184143,0.0119884787127375,0.0269788261502981
close,0.0886108353734016,0.7055938839912415,0.0744765251874923,0.1313187927007675
elegantly,0.9893769025802612,0.0101156793534755,0.0002410068263998,0.0002665105857886
eventually,0.0684754550457,0.6735682487487793,0.08444444835186,0.1735118925571441
unnecessary,8.326916577061638e-05,0.0010967478156089,0.9988032579421996,1.682068068475928e-05
deeper,0.1222527772188186,0.7812069654464722,0.083267293870449,0.0132730286568403
Pacino,0.0073692239820957,0.793645977973938,0.1987187415361404,0.000266022834694
verge,0.0187571942806243,0.2713675796985626,0.3405369222164154,0.3693383038043976
accepts,0.0371819101274013,0.336914449930191,0.0423427894711494,0.5835608839988708
"Titta,",0.0273356866091489,0.9423936605453492,0.0279120039194822,0.0023586570750921
fine,0.1395072340965271,0.4945640861988067,0.0458419620990753,0.320086807012558
appearing,0.0257155541330575,0.8881982564926147,0.0777724385261535,0.0083136986941099
Olivia,0.0077432780526578,0.9905575513839722,0.0008712438866496,0.0008278852328658
Love,0.9978210926055908,0.0016675930237397,0.0002113983064191,0.000299927953165
"taciturn,",0.1045868694782257,0.419268786907196,0.4558077752590179,0.0203365460038185
quietly,0.4286879599094391,0.5564811825752258,0.0095424354076385,0.0052883983589708
told,0.0253924541175365,0.7002813816070557,0.1241191774606704,0.1502068638801574
legendary,0.4907957911491394,0.3640629649162292,0.0114731173962354,0.1336681246757507
accepted,0.1595265716314315,0.8294458985328674,0.0073404107242822,0.0036870990879833
Scottish,0.0004645430308301,0.9988388419151306,0.0006695048650726,2.7190002583665773e-05
troubles.,0.0007284883758984,0.0397548303008079,0.9589301943778992,0.0005864514387212
Al,0.0419876612722873,0.8901451826095581,0.0291977040469646,0.0386694967746734
nights,0.0743803605437278,0.9008392691612244,0.0098474277183413,0.0149329844862222
è,0.026360398158431,0.9683048725128174,0.0041848504915833,0.0011498832609504
creations,0.0869154185056686,0.9081568121910096,0.0014320560730993,0.0034956911113113
"50,",0.0064594368450343,0.9880850911140442,0.0032393117435276,0.0022162511013448
"Girolamo,",0.2459071576595306,0.738802969455719,0.0144565226510167,0.0008332962170243
stood,0.1116085276007652,0.6760089993476868,0.0580133870244026,0.154368981719017
essential,0.23381307721138,0.681353747844696,0.0426855459809303,0.0421475879848003
Le,0.0654151365160942,0.8428071737289429,0.0262399856001138,0.0655377134680748
quotes,0.0071643171831965,0.9860543608665466,0.0065361224114894,0.0002451878099236
reveal,0.0138645432889461,0.9587221741676332,0.0093544796109199,0.0180588439106941
waitress,0.0261481441557407,0.9508286714553832,0.0185161344707012,0.0045070834457874
unlike,0.0106216706335544,0.951444685459137,0.0373102836310863,0.0006233894382603
tentatively,0.0060479347594082,0.8994242548942566,0.0831347033381462,0.0113930804654955
single,0.0320519283413887,0.9065107107162476,0.0346278995275497,0.0268095172941684
ridiculous.,0.0009612937574274,0.0083178812637925,0.9827374815940856,0.0079832579940557
"Insomnia),",0.0005755159654654,0.9213614463806152,0.077892355620861,0.000170671934029
"goodbye,",0.0125961378216743,0.9750919938087464,0.0083366734907031,0.0039751874282956
suitcase,0.0060095638036727,0.9900690913200378,0.0037982244975864,0.0001231439528055
Titta,0.0325654782354831,0.9412833452224731,0.0232177916914224,0.0029333443380892
Switzerland,0.0006274143815971,0.9957879185676576,0.0029737793374806,0.0006108875968493
concern,0.00759848812595,0.2513050138950348,0.6511659026145935,0.0899306312203407
"non-life,",0.0042594349943101,0.5372920632362366,0.4388138651847839,0.0196346212178468
conducting,0.0149320047348737,0.8501009345054626,0.1169411242008209,0.0180259216576814
taking,0.0211711544543504,0.9084499478340148,0.0420679152011871,0.0283109433948993
loving,0.9182103276252748,0.070729836821556,0.0011442446848377,0.0099155083298683
cash,0.0309776924550533,0.6352057456970215,0.215053841471672,0.1187627017498016
L'Imbalsamatore.,0.009075897745788,0.945666253566742,0.0452413894236087,1.641549897613004e-05
halfway,0.0014986548339948,0.994077444076538,0.0044001350179314,2.3800404960638843e-05
explicitly,0.0932462960481643,0.7493797540664673,0.095883123576641,0.0614907816052436
employees,0.0060787820257246,0.9824452996253968,0.0062612039037048,0.0052147870883345
days,0.0415703393518924,0.8488039374351501,0.0168690383434295,0.0927566885948181
Salerno,0.1081148609519004,0.8571068048477173,0.0337208323180675,0.0010575405322015
reply,0.0183758586645126,0.6294534802436829,0.0525160953402519,0.2996545433998108
some.,0.0325150899589061,0.8981138467788696,0.033937107771635,0.0354339182376861
accepting,0.0699415504932403,0.3692370355129242,0.0249927770346403,0.5358286499977112
"protagonist,",0.0244697798043489,0.9682996273040771,0.0071773137897253,5.3375122661236674e-05
pronounced,0.0647160410881042,0.264436811208725,0.1898671388626098,0.4809799492359161
neglecting,0.0216173492372035,0.279078334569931,0.5557868480682373,0.1435174942016601
bluff,0.0323990061879158,0.6114294528961182,0.3550685048103332,0.0011030064197257
yet,0.0308139100670814,0.6545413136482239,0.0602422393858432,0.2544025480747223
KNOWS,0.0119514651596546,0.9576517343521118,0.0300737377256155,0.0003231294685974
Bella-style,0.9970378875732422,0.002866645110771,6.374989607138559e-05,3.1833646062295884e-05
Consequences,0.1782059967517852,0.8066543936729431,0.0149010783061385,0.0002385378757026
Girolamo,0.1848398447036743,0.802554190158844,0.0120734432712197,0.0005325302481651
Il,0.0107178660109639,0.9882319569587708,0.000815334089566,0.0002347882109461
"spectators,",0.202449157834053,0.7893343567848206,0.0077445711940526,0.0004718661948572
Your,0.0362740010023117,0.9033412933349608,0.0224625170230865,0.037922203540802
protagonist's,0.0386347398161888,0.9565615057945251,0.0047418233007192,6.196230970090255e-05
world.,0.2466006577014923,0.5999307036399841,0.0220703948289155,0.1313982754945755
stacked,0.1384943425655365,0.6069352626800537,0.1967527568340301,0.0578176639974117
"bluff,",0.0303410533815622,0.4602878391742706,0.5081117153167725,0.0012593857245519
films...,0.001551752560772,0.9933845400810242,0.0050364532507956,2.718176801863592e-05
representative,0.1152535080909729,0.6820392608642578,0.0286254193633794,0.174081802368164
edge.,0.2486526221036911,0.5781282782554626,0.1208609566092491,0.052358116954565
Any,0.0572944991290569,0.9230814576148988,0.018521012738347,0.0011030613677576
though.,0.0640086531639099,0.7562230825424194,0.0673155561089515,0.1124527603387832
Suicide,0.0001784250052878,0.0122752226889133,0.9875146150588988,3.166530586895533e-05
(Honestly!,0.0728379338979721,0.9142805337905884,0.0125000877305865,0.0003814842493738
17,0.0031045142095535,0.995322287082672,0.0012319568777456,0.0003412803926039
PG-13,0.0013072764268144,0.9986041188240052,7.88997786003165e-05,9.804213732422797e-06
purely,0.0238575730472803,0.9280641078948976,0.0469849705696105,0.0010934134479612
restricted,0.005459199193865,0.2290710806846618,0.6558597087860107,0.1096100285649299
(I,0.0094722546637058,0.9607928991317748,0.0168392825871706,0.0128955217078328
"Dream,",0.3384142816066742,0.5841506719589233,0.0137504013255238,0.0636846348643302
dragging,0.019694872200489,0.8610554337501526,0.1151153892278671,0.0041342759504914
twelve).,0.0025255980435758,0.9966149926185608,0.0008081358391791,5.1342256483621895e-05
Blockbuster,0.0083517003804445,0.9871341586112976,0.0045075812377035,6.625898095080629e-06
refuses,0.0053337411954998,0.0496561042964458,0.8717197775840759,0.0732903927564621
"caricatured,",0.0118963997811079,0.8136667609214783,0.1743149757385254,0.0001219133118866
way.<br,0.008984345011413,0.9890682101249696,0.0017561303684487,0.0001913699525175
panties,0.013149338774383,0.93486750125885,0.0432347171008586,0.0087484074756503
Rolex,0.0636208653450012,0.9082720279693604,0.0101795000955462,0.0179275926202535
Viewing,0.0025046202354133,0.997048556804657,0.0004155291826464,3.143140929751098e-05
honestly,0.1502837687730789,0.778591513633728,0.0487362816929817,0.0223884861916303
hoping,0.2444986999034881,0.5143489837646484,0.072334386408329,0.1688178926706314
anybody,0.0264767091721296,0.962870955467224,0.0089561808854341,0.0016961030196398
"Suicides),",0.0003165909147355,0.0461366586387157,0.9535174369812012,2.9359576728893444e-05
(it,0.0250148903578519,0.8786820769309998,0.0473188571631908,0.0489842072129249
mini-skirt,0.0257118139415979,0.9689680337905884,0.0049376804381608,0.0003824379527941
insist,0.0149337099865078,0.797424852848053,0.1103320568799972,0.0773093700408935
sort).,0.0591342821717262,0.5875909924507141,0.1480728089809417,0.2052019387483596
closest,0.0257526487112045,0.958979308605194,0.0150118991732597,0.0002562291920185
worries,0.0404415912926197,0.0630447939038276,0.8274025917053223,0.069111056625843
Reba,0.0201784167438745,0.945438802242279,0.0131231630221009,0.0212596766650676
nightgown,0.0118992552161216,0.9821184873580932,0.0057670827955007,0.000215158535866
R,0.0407401248812675,0.8650839328765869,0.0517768748104572,0.0423991829156875
eleven,0.0183882471174001,0.9607701301574708,0.0180962197482585,0.0027453224174678
listen,0.0204845238476991,0.9695882797241212,0.0055625266395509,0.0043646763078868
Virgin,0.0057689757086336,0.9811187982559204,0.0126370228826999,0.0004751953529193
"sticker,",0.0607369542121887,0.904818832874298,0.0305913351476192,0.0038528945297002
"$3.00,",0.017338503152132,0.7933547496795654,0.0706912651658058,0.1186154708266258
Jesus,0.0287485364824533,0.9507138133049012,0.0141371581703424,0.0064005376771092
me--the,0.0061242128722369,0.9529064297676086,0.0385846495628356,0.0023846991825848
Wear,0.0339429676532745,0.0957885161042213,0.5575621724128723,0.3127063512802124
(you,0.0160492770373821,0.8964998126029968,0.0466609932482242,0.04078995808959
sticker,0.0342814177274704,0.93144553899765,0.0289767012000083,0.0052963052876293
causes,0.0067195766605436,0.5605589151382446,0.4168728590011596,0.015848696231842
/>It,0.0589433126151561,0.910763382911682,0.0289573334157466,0.001335923676379
Restricted,0.0306430254131555,0.2566990852355957,0.5353779196739197,0.177279993891716
"aspect,",0.0180094856768846,0.9725983142852784,0.0092181544750928,0.0001740517036523
wonder,0.0610561147332191,0.7485287189483643,0.0665337219834327,0.1238814815878868
"back,",0.0314051583409309,0.7159897685050964,0.2484177052974701,0.0041873538866639
"what,",0.0272143762558698,0.6219952702522278,0.2710818350315094,0.0797085613012313
qualify,0.4675371348857879,0.5140392184257507,0.0178621876984834,0.0005614134133793
"language,",0.0080465292558074,0.967336118221283,0.0133964112028479,0.0112210372462868
"is,",0.0472699142992496,0.8871183395385742,0.020131729543209,0.0454800762236118
"2),",0.0022572402376681,0.99470716714859,0.0028922241181135,0.0001433371508028
age,0.0092837195843458,0.939763367176056,0.0249749459326267,0.0259780045598745
tame,0.0717317461967468,0.7622801661491394,0.1653603017330169,0.0006278168875724
"""Would",0.0149195808917284,0.9336057305336,0.0514472164213657,2.7497237169882283e-05
ones,0.0730834826827049,0.663641095161438,0.0550271421670913,0.2082482874393463
chances,0.1067387238144874,0.7722170948982239,0.0073167355731129,0.1137275472283363
(a,0.0113597875460982,0.9305729269981384,0.0292787514626979,0.0287885703146457
/>Having,0.0818941667675972,0.9090561866760254,0.0088904732838273,0.0001592456101207
pornographic.,0.0007854576688259,0.6598520278930664,0.3388310074806213,0.0005314890295267
"Ranma-esque,",0.0188075117766857,0.5110173225402832,0.4700447916984558,0.0001303706667385
worse.<br,0.0001879400078905,0.0193669684231281,0.9804056882858276,3.943834599340335e-05
beginning.,0.0023276305291801,0.9954763054847716,0.0021006409078836,9.53769704210572e-05
"one,",0.0718366131186485,0.7487682104110718,0.0452461428940296,0.1341490000486374
"Show"").",0.0122119775041937,0.9762638807296752,0.0113499639555811,0.0001741862797643
Requiem,0.6153014898300171,0.3606337010860443,0.0038396113086491,0.0202252380549907
it!),0.6761863827705383,0.2874573171138763,0.0201350692659616,0.0162212215363979
this--as,0.0221408978104591,0.7700910568237305,0.1992974579334259,0.0084706060588359
"unoriginal,",0.0004899627529084,0.2777867317199707,0.7216644883155823,5.887144288863056e-05
humor,0.3865371644496918,0.4775205850601196,0.0353396385908126,0.1006026342511177
"lame,",0.0005533499643206,0.0527780950069427,0.9465357661247252,0.0001328082871623
"derivative,",0.0038326461799442,0.9942294359207152,0.0018455312820151,9.246172703569756e-05
teenagers.,0.0014068773016333,0.990408182144165,0.0072023048996925,0.0009827142348513
slightest--it,0.0661438480019569,0.4040440917015075,0.4590902328491211,0.0707218199968338
hardly,0.0155536141246557,0.2154670506715774,0.647192120552063,0.1217872127890586
2/10.,0.0571868605911731,0.8728587627410889,0.0398020595312118,0.0301523692905902
portrayed,0.0714598447084426,0.8487487435340881,0.0733124762773513,0.0064789662137627
foul,0.0053823562338948,0.0519635118544101,0.9418345093727112,0.0008195896516554
offend,0.0004229075275361,0.0207178276032209,0.97847718000412,0.0003820835263468
Zack,0.0209770575165748,0.9712936878204346,0.0076868301257491,4.243510193191469e-05
(not,0.0105369770899415,0.6072173714637756,0.2349208891391754,0.1473247855901718
suicide,0.0018062437884509,0.1372405588626861,0.8457395434379578,0.0152136161923408
suicides,0.0014645154587924,0.0996260941028595,0.891226053237915,0.0076833316124975
"Rated),",0.0124496426433324,0.8102675080299377,0.1767779737710952,0.0005049082101322
100%,0.3854821026325226,0.5465709567070007,0.018107945099473,0.0498389452695846
nudity,0.0010125231929123,0.229029044508934,0.7684179544448853,0.0015405174344778
miniskirt,0.0314728766679763,0.9582650065422058,0.0055367769673466,0.0047253379598259
Television,0.0035940785892307,0.9885079264640808,0.0055169281549751,0.0023811170831322
teens,0.0044805584475398,0.9882530570030212,0.006744694430381,0.0005216927966102
rated,0.0755826383829116,0.6674971580505371,0.0981460511684417,0.1587742269039154
"insincere,",0.0097694294527173,0.1952807754278183,0.7949029803276062,4.680861093220301e-05
"skeleton),",0.0007121067610569,0.9924301505088806,0.0067966356873512,6.118045712355524e-05
Stevens',0.0008515556692145,0.99830961227417,0.0008294707513414,9.41406142374035e-06
cute,0.970231831073761,0.0181993134319782,0.0009048804058693,0.0106639172881841
teenagers,0.0011163396993651,0.9929599165916444,0.0051869363524019,0.0007367437938228
indie,0.013647386804223,0.9821130633354188,0.0028230133466422,0.0014165434986352
rent,0.0111082140356302,0.9736817479133606,0.0050231087952852,0.0101869162172079
anti-religious,0.0031504388898611,0.7977542281150818,0.1944240480661392,0.0046713398769497
Just,0.0664270892739296,0.8050094842910767,0.0399049930274486,0.0886584892868995
troubles,0.0008616435225121,0.0520779490470886,0.9455739259719848,0.0014865236589685
investigate,0.0071581057272851,0.7621290683746338,0.1675419211387634,0.0631709396839141
children.,0.0104078687727451,0.9814230799674988,0.0063756015151739,0.0017934209899976
Hopper,0.0733180120587349,0.8682898283004761,0.0534433238208293,0.0049487887881696
caught.,0.0402922630310058,0.2471478581428527,0.6187280416488647,0.0938318818807601
Hopper.,0.1042613834142685,0.8255107998847961,0.0641879215836525,0.0060399286448955
That's,0.0239834506064653,0.946816623210907,0.0233083833009004,0.0058915121480822
daughter.,0.010027908720076,0.984272003173828,0.0044821561314165,0.0012179558398202
actors.,0.0461755916476249,0.9001586437225342,0.0333227962255477,0.0203430019319057
warned,0.0139575963839888,0.0662415102124214,0.6516016721725464,0.2681991755962372
During,0.0031533928122371,0.9883233308792114,0.0079074949026107,0.0006157428724691
"dunnit,",0.0401636622846126,0.7037160992622375,0.1760376542806625,0.0800824984908104
killer,0.3447655141353607,0.1505341082811355,0.0724420547485351,0.4322583079338074
you.,0.0807941704988479,0.7962817549705505,0.0440402515232563,0.0788837894797325
killings.,0.0034933856222778,0.1479316800832748,0.8221291303634644,0.0264456961303949
salt,0.053678710013628,0.7100527882575989,0.2342698872089386,0.0019985199905931
course,0.0121297910809516,0.98328697681427,0.003530130488798,0.001053060288541
killings,0.0030992869287729,0.147042915225029,0.8182411193847656,0.0316166989505291
serves,0.3417530953884125,0.5832868218421936,0.0288859866559505,0.0460740998387336
gory,0.0420956164598465,0.732802152633667,0.1692032665014267,0.055899042636156
(don't,0.0104921134188771,0.6682193875312805,0.1750544756650924,0.1462339758872985
away(?),0.0120050199329853,0.4667680561542511,0.4858603477478027,0.0353667065501213
throughout,0.0922739654779434,0.3015936017036438,0.0526651702821254,0.5534672141075134
murder,0.002438350347802,0.183069959282875,0.7852441668510437,0.0292475614696741
Ever,0.0512785911560058,0.8301473259925842,0.1147673204541206,0.0038067381829023
lost,0.0216177832335233,0.2498095780611038,0.4532201290130615,0.2753524780273437
unbearable?,0.0142145389690995,0.1433490663766861,0.8407126665115356,0.0017237968277186
/>Given,0.02425542101264,0.973799169063568,0.0019323349697515,1.3142288480594289e-05
value-,0.919806718826294,0.0727695673704147,0.0041531450115144,0.0032704686746001
suggests,0.1123871207237243,0.5355920791625977,0.0451468378305435,0.3068739771842956
house?,0.0015527921495959,0.9961724877357484,0.0021458275150507,0.0001289468636969
upward,0.026820819824934,0.2587780356407165,0.7139931321144104,0.0004080322978552
"No,",0.0121890539303421,0.358212947845459,0.5080357193946838,0.1215622425079345
extended,0.0545351915061473,0.7850707173347473,0.1521804183721542,0.0082135936245322
steep,0.0424763448536396,0.3264359533786773,0.3177154064178467,0.3133723139762878
struggle,0.0119574340060353,0.2014407664537429,0.4392993748188019,0.3473024368286133
plot?,0.0084903789684176,0.9513413906097412,0.0394467301666736,0.0007214918732643
direction.<br,0.0063778175972402,0.991387903690338,0.0016325389733538,0.0006017514388076
following,0.0077965501695871,0.9708031415939332,0.0103737749159336,0.0110265202820301
glazing)?,0.0093103414401412,0.9744707942008972,0.016100887209177,0.0001180200852104
willing,0.073620393872261,0.2722001671791076,0.0418788269162178,0.6123005151748657
nude,0.0130439102649688,0.9701416492462158,0.0124040050432085,0.0044104224070906
sitting,0.0055259256623685,0.9550803303718568,0.0379323177039623,0.00146147061605
begin?,0.0071675577200949,0.9853015542030334,0.0067790471948683,0.0007517845951952
with.<br,0.0147284036502242,0.9756787419319152,0.0069305971264839,0.0026622337754815
pepper,0.0140325333923101,0.9386712312698364,0.0402278117835521,0.0070683867670595
Halfway,0.0024694758467376,0.9953782558441162,0.0021267738193273,2.5526174795231785e-05
dressed,0.0270067881792783,0.9376094341278076,0.0289948601275682,0.0063888235017657
lead,0.0400766916573047,0.5167437791824341,0.1096544787287712,0.3335250318050384
upright,0.6379587650299072,0.3341391682624817,0.0197562277317047,0.0081458892673254
area,0.016576811671257,0.9748690724372864,0.0019969723653048,0.0065571623854339
before).<br,0.0031889216043055,0.995752453804016,0.001019847812131,3.883838508045301e-05
Slide,0.0111631108447909,0.9845597743988036,0.0041666286997497,0.0001104821785702
'daft',0.0408465862274169,0.931263267993927,0.0278123077005147,7.778575673000887e-05
"nasty,",0.0002852828183677,0.0119946291670203,0.9871445298194884,0.0005756476894021
UK,0.0024478952400386,0.9918932914733888,0.0029039524961262,0.0027549974620342
weapon.<br,0.0414728485047817,0.9563941955566406,0.0017816076287999,0.0003514254349283
front,0.04716731980443,0.8562082052230835,0.0547861643135547,0.0418383553624153
say..,0.0159233380109071,0.8966193795204163,0.0499531403183937,0.0375041514635086
us?,0.00070544477785,0.9987308382987976,0.0005254408461041,3.818911864073016e-05
hope.<br,0.3351897895336151,0.6421467065811157,0.0086926613003015,0.0139708053320646
not-,0.0131623419001698,0.2347620725631714,0.6457980275154114,0.106277547776699
worry-its,0.0162041205912828,0.1393437385559082,0.4014096260070801,0.4430426359176636
"Well,",0.1062955409288406,0.8598871827125549,0.0211770795285701,0.0126401726156473
sums,0.0590958632528781,0.8664779663085938,0.055271353572607,0.019154779613018
/>Where,0.0045906784944236,0.9636824727058412,0.0316745638847351,5.2292765758465976e-05
tedium,0.0100593641400337,0.9787881374359132,0.0101371826604008,0.0010152052855119
/>Add,0.0068667409941554,0.9782311320304872,0.0148397935554385,6.227468111319467e-05
completely,0.1248970180749893,0.2150303125381469,0.2386993765830993,0.4213732779026031
except,0.0369449593126773,0.580117404460907,0.0876817852258682,0.2952558994293213
telegraphed,0.0025176785420626,0.9882382750511168,0.008636949583888,0.0006072096875868
Or,0.0402502305805683,0.9335924386978148,0.0233891811221838,0.0027681444771587
video,0.0028636341448873,0.9953378438949584,0.0013994388282299,0.0003990862169303
conveniently,0.9437538385391236,0.0529678575694561,0.0010029578115791,0.0022753414232283
house-great,0.8717726469039917,0.1263273805379867,0.0010157437063753,0.0008842106908559
figure,0.053438976407051,0.8852376937866211,0.0157914403825998,0.0455318354070186
thunderstorms,0.0101789599284529,0.9587610363960266,0.0308384615927934,0.0002214860869571
banned,0.0126580242067575,0.2116656154394149,0.7310004830360413,0.0446759052574634
quick,0.5655930638313293,0.3563919365406036,0.0326500833034515,0.0453649200499057
(mostly,0.1225802898406982,0.8367738127708435,0.014303202740848,0.0263427142053842
do?,0.0059670470654964,0.9867008328437804,0.0070574688725173,0.0002746654790826
achingly,0.0058859102427959,0.1546571254730224,0.8307172060012817,0.0087397564202547
scythe.,0.0290839597582817,0.7183798551559448,0.2521305382251739,0.0004056553007103
woods,0.0111212404444813,0.9751960039138794,0.0115155074745416,0.0021672041621059
20+,0.0126936649903655,0.9850221276283264,0.0017488771118223,0.0005353490123525
ritual,0.0238855127245187,0.8766560554504395,0.0185944307595491,0.0808639973402023
murder),0.0071810195222496,0.2729914486408233,0.5018208622932434,0.2180066853761673
town,0.0051158838905394,0.9936495423316956,0.0009266213164664,0.0003079458256252
shower,0.0104280021041631,0.9884241223335266,0.0007818649173714,0.0003661140508484
slope,0.0125841153785586,0.9741135239601136,0.0048453253693878,0.0084570795297622
strangely,0.005960464477539,0.3038949370384216,0.6345601677894592,0.0555844120681285
brandishing,0.0527265481650829,0.5249752998352051,0.4162581264972687,0.0060399770736694
created,0.0646405592560768,0.924092710018158,0.0037903713528066,0.0074763968586921
tedious,0.0024097962304949,0.0870681628584861,0.8739643692970276,0.0365577153861522
run,0.017923217266798,0.5347304344177246,0.0996937379240989,0.3476525843143463
80's,0.00567577034235,0.9940452575683594,0.000209360208828,6.951263640075922e-05
purpose,0.142741322517395,0.8210563659667969,0.0205489136278629,0.0156534165143966
obviously,0.0353304184973239,0.4466394186019897,0.0807741954922676,0.4372559487819671
/>After,0.0053742239251732,0.977425754070282,0.0171817541122436,1.8291886590304784e-05
inherent,0.0353680960834026,0.8644477725028992,0.098840482532978,0.0013436379376798
(that,0.0303409844636917,0.7829180359840393,0.0414823815226554,0.1452585756778717
large,0.050106007605791,0.6728867888450623,0.1052327826619148,0.1717744320631027
menace,0.0031950525008141,0.1499383449554443,0.813559353351593,0.0333072543144226
IS,0.0379408150911331,0.6556695103645325,0.0469605848193168,0.2594290971755981
double,0.0479324348270893,0.5349208116531372,0.1923355758190155,0.2248111814260482
classic,0.6519375443458557,0.2096447497606277,0.0047054258175194,0.1337122768163681
curiosity,0.0876615867018699,0.8989855051040649,0.012997793033719,0.0003551922854967
foreboding,0.0087769767269492,0.0705380365252494,0.8720267415046692,0.0486581325531005
"Okay,",0.0458966605365276,0.9454718232154846,0.0071157240308821,0.0015158163150772
route,0.0023850570432841,0.995499312877655,0.0020285139326006,8.712543785804883e-05
'here,0.0608942434191703,0.8950658440589905,0.0256112534552812,0.0184287670999765
certainly,0.1294970363378524,0.5478613376617432,0.0697226077318191,0.2529190480709076
"in,",0.0231682565063238,0.963822066783905,0.0061584096401929,0.0068512670695781
season,0.0233873464167118,0.9418824911117554,0.0124076539650559,0.0223225131630897
baffles,0.0310749411582946,0.8063442707061768,0.161796748638153,0.0007840869366191
let's,0.0569070540368557,0.9344117641448976,0.0062282085418701,0.0024529660586267
again!',0.1676780432462692,0.5410498380661011,0.1950514763593673,0.0962206721305847
that!?,0.0243564676493406,0.446018785238266,0.3847077786922455,0.1449170261621475
/>Due,0.0290462467819452,0.9647983312606812,0.0059769470244646,0.0001785464119166
week,0.0171613413840532,0.922416925430298,0.0113326366990804,0.0490890629589557
know?,0.006461321376264,0.9761102795600892,0.0119768101722002,0.0054515348747372
rubbish,0.0002389606088399,0.0015153913991525,0.9982378482818604,7.780776286381297e-06
ride,0.044953878968954,0.5779179930686951,0.0926428958773613,0.2844852209091186
"many,",0.0801668688654899,0.8794808387756348,0.0307887066155672,0.0095636043697595
Week,0.0085302526131272,0.96314537525177,0.0060247294604778,0.0222996231168508
writer,0.043775737285614,0.8273276090621948,0.0973173007369041,0.0315793603658676
pickle,0.1123664602637291,0.8206601738929749,0.0633627772331237,0.0036105241160839
Morse's,0.0165020152926445,0.9291316270828248,0.0543400049209594,2.6399859052617103e-05
